"store_id","payment_date","payment_amt","payment_running_total"
1,"2007-02-15 10:54:44.996577",3.99,296.22
1,"2007-02-15 10:54:47.996577",5.99,302.21
1,"2007-02-15 10:55:45.996577",4.99,307.2
1,"2007-02-15 10:58:07.996577",0.99,308.19
1,"2007-02-15 11:12:09.996577",2.99,311.18
1,"2007-02-15 11:13:56.996577",2.99,314.17
1,"2007-02-15 11:19:29.996577",3.99,318.16
1,"2007-02-15 11:42:02.996577",0.99,319.15
1,"2007-02-15 11:42:15.996577",5.99,325.14
1,"2007-02-15 11:42:25.996577",2.99,328.13
1,"2007-02-15 11:45:27.996577",0.99,329.12
1,"2007-02-15 11:54:49.996577",4.99,334.11
1,"2007-02-15 12:21:58.996577",3.99,338.1
1,"2007-02-15 12:33:37.996577",0.99,339.09
1,"2007-02-15 12:38:21.996577",2.99,342.08
1,"2007-02-15 12:49:26.996577",4.99,347.07
1,"2007-02-15 12:53:43.996577",4.99,352.06
1,"2007-02-15 12:56:13.996577",8.99,361.05
1,"2007-02-15 12:57:40.996577",0.99,362.04
1,"2007-02-15 13:06:41.996577",4.99,367.03
1,"2007-02-15 13:18:20.996577",3.99,371.02
1,"2007-02-15 13:23:22.996577",5.99,377.01
1,"2007-02-15 13:30:29.996577",2.99,380.0
1,"2007-02-15 13:41:36.996577",0.99,380.99
1,"2007-02-15 13:48:32.996577",8.99,389.98
1,"2007-02-15 13:50:29.996577",4.99,394.97
1,"2007-02-15 14:17:27.996577",4.99,399.96
1,"2007-02-15 14:41:16.996577",2.99,402.95
1,"2007-02-15 14:49:30.996577",5.99,408.94
1,"2007-02-15 14:57:08.996577",2.99,411.93
1,"2007-02-15 14:59:34.996577",3.99,415.92
1,"2007-02-15 15:09:52.996577",5.99,421.91
1,"2007-02-15 15:12:26.996577",4.99,426.9
1,"2007-02-15 15:28:12.996577",0.99,427.89
1,"2007-02-15 15:34:02.996577",0.99,428.88
1,"2007-02-15 16:13:23.996577",3.99,432.87
1,"2007-02-15 16:19:53.996577",0.99,433.86
1,"2007-02-15 16:24:40.996577",6.99,440.85
1,"2007-02-15 16:25:30.996577",5.99,446.84
1,"2007-02-15 16:36:40.996577",7.99,454.83
1,"2007-02-15 16:42:12.996577",2.99,457.82
1,"2007-02-15 16:45:54.996577",2.99,460.81
1,"2007-02-15 16:47:56.996577",3.99,464.8
1,"2007-02-15 16:52:36.996577",2.99,467.79
1,"2007-02-15 16:53:21.996577",0.99,468.78
1,"2007-02-15 16:54:55.996577",4.99,473.77
1,"2007-02-15 16:58:26.996577",2.99,476.76
1,"2007-02-15 17:07:17.996577",0.99,477.75
1,"2007-02-15 17:13:58.996577",4.99,482.74
1,"2007-02-15 17:21:40.996577",5.99,488.73
1,"2007-02-15 17:38:33.996577",2.99,491.72
1,"2007-02-15 17:42:11.996577",6.99,498.71
1,"2007-02-15 17:42:17.996577",4.99,503.7
1,"2007-02-15 18:01:18.996577",0.99,504.69
1,"2007-02-15 18:19:32.996577",2.99,507.68
1,"2007-02-15 18:34:15.996577",4.99,512.67
1,"2007-02-15 18:54:19.996577",2.99,515.66
1,"2007-02-15 19:06:17.996577",6.99,522.65
1,"2007-02-15 19:06:40.996577",0.99,523.64
1,"2007-02-15 19:15:36.996577",2.99,526.63
1,"2007-02-15 19:21:02.996577",0.99,527.62
1,"2007-02-15 19:21:33.996577",6.99,534.61
1,"2007-02-15 19:23:21.996577",6.99,541.6
1,"2007-02-15 19:23:46.996577",5.99,547.59
1,"2007-02-15 19:24:08.996577",2.99,550.58
1,"2007-02-15 19:39:44.996577",0.99,551.57
1,"2007-02-15 19:42:04.996577",2.99,554.56
1,"2007-02-15 19:46:24.996577",2.99,557.55
1,"2007-02-15 19:50:24.996577",4.99,562.54
1,"2007-02-15 19:53:56.996577",0.99,563.53
1,"2007-02-15 20:10:04.996577",0.99,564.52
1,"2007-02-15 20:16:44.996577",0.99,565.51
1,"2007-02-15 20:18:58.996577",4.99,570.5
1,"2007-02-15 20:25:05.996577",3.99,574.49
1,"2007-02-15 20:26:26.996577",0.99,575.48
1,"2007-02-15 20:26:33.996577",5.99,581.47
1,"2007-02-15 20:29:11.996577",0.99,582.46
1,"2007-02-15 20:31:01.996577",1.99,584.45
1,"2007-02-15 20:31:40.996577",3.99,588.44
1,"2007-02-15 20:35:35.996577",2.99,591.43
1,"2007-02-15 20:36:32.996577",3.99,595.42
1,"2007-02-15 21:01:50.996577",2.99,598.41
1,"2007-02-15 21:04:19.996577",5.99,604.4
1,"2007-02-15 21:21:29.996577",5.99,610.39
1,"2007-02-15 21:21:56.996577",9.99,620.38
1,"2007-02-15 21:26:00.996577",2.99,623.37
1,"2007-02-15 21:39:36.996577",0.99,624.36
1,"2007-02-15 22:47:06.996577",0.99,625.35
1,"2007-02-15 22:54:18.996577",2.99,628.34
1,"2007-02-15 23:06:01.996577",2.99,631.33
1,"2007-02-15 23:20:30.996577",4.99,636.32
1,"2007-02-15 23:34:16.996577",2.99,639.31
1,"2007-02-15 23:44:25.996577",0.99,640.3
1,"2007-02-15 23:52:34.996577",4.99,645.29
1,"2007-02-16 00:02:31.996577",8.99,654.28
1,"2007-02-16 00:11:59.996577",1.99,656.27
1,"2007-02-16 00:25:41.996577",2.99,659.26
1,"2007-02-16 00:45:13.996577",7.99,667.25
1,"2007-02-16 00:45:33.996577",2.99,670.24
1,"2007-02-16 00:47:28.996577",4.99,675.23
1,"2007-02-16 01:03:29.996577",0.99,676.22
1,"2007-02-16 01:14:53.996577",0.99,677.21
1,"2007-02-16 01:14:54.996577",2.99,680.2
1,"2007-02-16 01:15:33.996577",6.99,687.19
1,"2007-02-16 01:50:26.996577",2.99,690.18
1,"2007-02-16 02:00:05.996577",6.99,697.17
1,"2007-02-16 02:10:04.996577",3.99,701.16
1,"2007-02-16 02:36:42.996577",6.99,708.15
1,"2007-02-16 02:37:34.996577",0.99,709.14
1,"2007-02-16 03:00:23.996577",4.99,714.13
1,"2007-02-16 03:12:49.996577",4.99,719.12
1,"2007-02-16 03:19:44.996577",4.99,724.11
1,"2007-02-16 03:20:54.996577",0.99,725.1
1,"2007-02-16 03:41:03.996577",5.99,731.09
1,"2007-02-16 03:43:18.996577",6.99,738.08
1,"2007-02-16 03:52:12.996577",5.99,744.07
1,"2007-02-16 04:39:39.996577",3.99,748.06
1,"2007-02-16 04:41:06.996577",4.99,753.05
1,"2007-02-16 04:54:01.996577",2.99,756.04
1,"2007-02-16 04:57:23.996577",2.99,759.03
1,"2007-02-16 05:03:25.996577",0.99,760.02
1,"2007-02-16 05:04:59.996577",4.99,765.01
1,"2007-02-16 05:10:01.996577",6.99,772.0
1,"2007-02-16 05:20:31.996577",2.99,774.99
1,"2007-02-16 05:23:36.996577",4.99,779.98
1,"2007-02-16 05:28:54.996577",2.99,782.97
1,"2007-02-16 05:33:18.996577",7.99,790.96
1,"2007-02-16 05:37:04.996577",9.99,800.95
1,"2007-02-16 06:17:34.996577",5.99,806.94
1,"2007-02-16 06:18:13.996577",3.99,810.93
1,"2007-02-16 06:19:35.996577",8.99,819.92
1,"2007-02-16 06:23:27.996577",2.99,822.91
1,"2007-02-16 06:37:06.996577",0.99,823.9
1,"2007-02-16 06:44:31.996577",2.99,826.89
1,"2007-02-16 06:55:22.996577",5.99,832.88
1,"2007-02-16 06:58:24.996577",2.99,835.87
1,"2007-02-16 07:01:02.996577",2.99,838.86
1,"2007-02-16 07:14:52.996577",7.99,846.85
1,"2007-02-16 07:26:44.996577",1.99,848.84
1,"2007-02-16 07:41:19.996577",9.99,858.83
1,"2007-02-16 07:45:33.996577",5.99,864.82
1,"2007-02-16 07:48:59.996577",4.99,869.81
1,"2007-02-16 08:00:03.996577",0.99,870.8
1,"2007-02-16 08:11:14.996577",2.99,873.79
1,"2007-02-16 08:35:15.996577",4.99,878.78
1,"2007-02-16 08:41:21.996577",4.99,883.77
1,"2007-02-16 08:42:01.996577",5.99,889.76
1,"2007-02-16 08:42:41.996577",2.99,892.75
1,"2007-02-16 08:43:46.996577",0.99,893.74
1,"2007-02-16 08:44:28.996577",3.99,897.73
1,"2007-02-16 08:45:45.996577",0.99,898.72
1,"2007-02-16 08:48:46.996577",0.99,899.71
1,"2007-02-16 09:06:00.996577",3.99,903.7
1,"2007-02-16 09:08:43.996577",2.99,906.69
1,"2007-02-16 09:25:26.996577",2.99,909.68
1,"2007-02-16 09:35:37.996577",2.99,912.67
1,"2007-02-16 09:36:54.996577",4.99,917.66
1,"2007-02-16 09:39:27.996577",2.99,920.65
1,"2007-02-16 09:45:48.996577",9.99,930.64
1,"2007-02-16 10:22:51.996577",3.99,934.63
1,"2007-02-16 10:23:21.996577",2.99,937.62
1,"2007-02-16 10:35:23.996577",1.99,939.61
1,"2007-02-16 10:37:46.996577",2.99,942.6
1,"2007-02-16 11:08:17.996577",4.99,947.59
1,"2007-02-16 11:08:49.996577",4.99,952.58
1,"2007-02-16 11:08:54.996577",0.99,953.57
1,"2007-02-16 11:33:08.996577",2.99,956.56
1,"2007-02-16 11:46:49.996577",0.99,957.55
1,"2007-02-16 12:37:10.996577",0.99,958.54
1,"2007-02-16 12:38:41.996577",6.99,965.53
1,"2007-02-16 12:39:50.996577",4.99,970.52
1,"2007-02-16 12:53:35.996577",4.99,975.51
1,"2007-02-16 12:58:25.996577",6.99,982.5
1,"2007-02-16 13:05:38.996577",2.99,985.49
1,"2007-02-16 13:07:57.996577",2.99,988.48
1,"2007-02-16 13:20:28.996577",10.99,999.47
1,"2007-02-16 13:24:19.996577",2.99,1002.46
1,"2007-02-16 13:30:02.996577",8.99,1011.45
1,"2007-02-16 13:41:18.996577",2.99,1014.44
1,"2007-02-16 13:47:23.996577",4.99,1019.43
1,"2007-02-16 13:47:36.996577",6.99,1026.42
1,"2007-02-16 13:57:55.996577",3.99,1030.41
1,"2007-02-16 14:00:38.996577",0.99,1031.4
1,"2007-02-16 14:05:33.996577",0.99,1032.39
1,"2007-02-16 14:20:58.996577",2.99,1035.38
1,"2007-02-16 14:28:10.996577",8.99,1044.37
1,"2007-02-16 14:35:53.996577",0.99,1045.36
1,"2007-02-16 14:38:04.996577",0.99,1046.35
1,"2007-02-16 15:00:03.996577",7.99,1054.34
1,"2007-02-16 15:06:36.996577",2.99,1057.33
1,"2007-02-16 15:08:24.996577",4.99,1062.32
1,"2007-02-16 15:09:45.996577",2.99,1065.31
1,"2007-02-16 15:28:40.996577",0.99,1066.3
1,"2007-02-16 15:47:10.996577",2.99,1069.29
1,"2007-02-16 15:50:59.996577",4.99,1074.28
1,"2007-02-16 16:08:05.996577",8.99,1083.27
1,"2007-02-16 16:15:03.996577",6.99,1090.26
1,"2007-02-16 16:17:03.996577",2.99,1093.25
1,"2007-02-16 16:18:23.996577",0.99,1094.24
1,"2007-02-16 16:19:27.996577",4.99,1099.23
1,"2007-02-16 16:30:02.996577",0.99,1100.22
1,"2007-02-16 16:36:14.996577",5.99,1106.21
1,"2007-02-16 16:56:18.996577",2.99,1109.2
1,"2007-02-16 17:23:14.996577",1.99,1111.19
1,"2007-02-16 17:40:11.996577",4.99,1116.18
1,"2007-02-16 17:49:38.996577",2.99,1119.17
1,"2007-02-16 17:55:38.996577",4.99,1124.16
1,"2007-02-16 17:59:25.996577",3.99,1128.15
1,"2007-02-16 18:15:44.996577",1.99,1130.14
1,"2007-02-16 18:32:54.996577",6.99,1137.13
1,"2007-02-16 18:37:03.996577",3.99,1141.12
1,"2007-02-16 18:47:12.996577",2.99,1144.11
1,"2007-02-16 18:50:19.996577",4.99,1149.1
1,"2007-02-16 18:51:56.996577",1.99,1151.09
1,"2007-02-16 19:04:26.996577",0.99,1152.08
1,"2007-02-16 19:10:23.996577",4.99,1157.07
1,"2007-02-16 19:28:46.996577",8.99,1166.06
1,"2007-02-16 19:43:48.996577",5.99,1172.05
1,"2007-02-16 19:49:07.996577",4.99,1177.04
1,"2007-02-16 19:49:18.996577",0.99,1178.03
1,"2007-02-16 20:03:16.996577",4.99,1183.02
1,"2007-02-16 20:11:15.996577",2.99,1186.01
1,"2007-02-16 20:19:30.996577",2.99,1189.0
1,"2007-02-16 20:50:43.996577",7.99,1196.99
1,"2007-02-16 21:03:46.996577",0.99,1197.98
1,"2007-02-16 21:13:29.996577",1.99,1199.97
1,"2007-02-16 21:17:34.996577",0.99,1200.96
1,"2007-02-16 21:34:02.996577",4.99,1205.95
1,"2007-02-16 21:41:31.996577",6.99,1212.94
1,"2007-02-16 21:48:42.996577",1.99,1214.93
1,"2007-02-16 22:14:25.996577",7.99,1222.92
1,"2007-02-16 22:22:08.996577",0.99,1223.91
1,"2007-02-16 22:31:10.996577",0.99,1224.9
1,"2007-02-16 22:33:48.996577",4.99,1229.89
1,"2007-02-16 22:41:45.996577",7.99,1237.88
1,"2007-02-16 23:00:01.996577",4.99,1242.87
1,"2007-02-16 23:00:52.996577",0.99,1243.86
1,"2007-02-16 23:30:26.996577",2.99,1246.85
1,"2007-02-16 23:41:24.996577",1.99,1248.84
1,"2007-02-16 23:41:37.996577",4.99,1253.83
1,"2007-02-16 23:42:04.996577",0.99,1254.82
1,"2007-02-16 23:45:57.996577",1.99,1256.81
1,"2007-02-17 00:00:12.996577",3.99,1260.8
1,"2007-02-17 00:31:48.996577",3.99,1264.79
1,"2007-02-17 00:36:26.996577",0.99,1265.78
1,"2007-02-17 00:53:38.996577",4.99,1270.77
1,"2007-02-17 01:22:42.996577",5.99,1276.76
1,"2007-02-17 01:23:58.996577",1.99,1278.75
1,"2007-02-17 01:45:47.996577",4.99,1283.74
1,"2007-02-17 02:27:02.996577",0.99,1284.73
1,"2007-02-17 02:54:49.996577",4.99,1289.72
1,"2007-02-17 02:58:24.996577",4.99,1294.71
1,"2007-02-17 03:04:18.996577",2.99,1297.7
1,"2007-02-17 03:14:07.996577",2.99,1300.69
1,"2007-02-17 03:20:09.996577",4.99,1305.68
1,"2007-02-17 03:22:01.996577",2.99,1308.67
1,"2007-02-17 03:36:53.996577",2.99,1311.66
1,"2007-02-17 03:39:53.996577",2.99,1314.65
1,"2007-02-17 03:46:58.996577",4.99,1319.64
1,"2007-02-17 04:04:33.996577",3.99,1323.63
1,"2007-02-17 04:28:49.996577",4.99,1328.62
1,"2007-02-17 04:32:42.996577",3.99,1332.61
1,"2007-02-17 05:23:08.996577",2.99,1335.6
1,"2007-02-17 05:45:12.996577",0.99,1336.59
1,"2007-02-17 05:47:02.996577",4.99,1341.58
1,"2007-02-17 05:55:11.996577",7.99,1349.57
1,"2007-02-17 06:10:48.996577",6.99,1356.56
1,"2007-02-17 06:11:11.996577",2.99,1359.55
1,"2007-02-17 06:12:05.996577",4.99,1364.54
1,"2007-02-17 06:17:43.996577",0.99,1365.53
1,"2007-02-17 06:19:19.996577",7.99,1373.52
1,"2007-02-17 06:27:05.996577",4.99,1378.51
1,"2007-02-17 06:35:19.996577",4.99,1383.5
1,"2007-02-17 06:47:48.996577",5.99,1389.49
1,"2007-02-17 06:55:18.996577",2.99,1392.48
1,"2007-02-17 07:06:21.996577",2.99,1395.47
1,"2007-02-17 07:22:36.996577",4.99,1400.46
1,"2007-02-17 07:31:24.996577",0.99,1401.45
1,"2007-02-17 07:37:57.996577",0.99,1402.44
1,"2007-02-17 07:38:35.996577",0.99,1403.43
1,"2007-02-17 07:48:11.996577",0.99,1404.42
1,"2007-02-17 07:49:02.996577",2.99,1407.41
1,"2007-02-17 08:00:36.996577",2.99,1410.4
1,"2007-02-17 08:32:00.996577",2.99,1413.39
1,"2007-02-17 08:50:39.996577",4.99,1418.38
1,"2007-02-17 08:53:54.996577",2.99,1421.37
1,"2007-02-17 09:00:03.996577",0.99,1422.36
1,"2007-02-17 09:15:50.996577",2.99,1425.35
1,"2007-02-17 09:35:32.996577",5.99,1431.34
1,"2007-02-17 09:39:40.996577",4.99,1436.33
1,"2007-02-17 09:53:23.996577",3.99,1440.32
1,"2007-02-17 10:08:24.996577",3.99,1444.31
1,"2007-02-17 10:13:20.996577",4.99,1449.3
1,"2007-02-17 10:15:43.996577",0.99,1450.29
1,"2007-02-17 10:25:41.996577",5.99,1456.28
1,"2007-02-17 10:31:27.996577",3.99,1460.27
1,"2007-02-17 10:44:55.996577",4.99,1465.26
1,"2007-02-17 11:01:56.996577",0.99,1466.25
1,"2007-02-17 11:04:24.996577",3.99,1470.24
1,"2007-02-17 11:07:10.996577",4.99,1475.23
1,"2007-02-17 11:21:24.996577",4.99,1480.22
1,"2007-02-17 11:32:26.996577",4.99,1485.21
1,"2007-02-17 11:36:34.996577",7.99,1493.2
1,"2007-02-17 11:41:53.996577",0.99,1494.19
1,"2007-02-17 12:15:18.996577",4.99,1499.18
1,"2007-02-17 12:47:26.996577",8.99,1508.17
1,"2007-02-17 13:06:23.996577",5.99,1514.16
1,"2007-02-17 13:06:37.996577",2.99,1517.15
1,"2007-02-17 13:09:24.996577",1.99,1519.14
1,"2007-02-17 13:27:02.996577",2.99,1522.13
1,"2007-02-17 13:35:56.996577",2.99,1525.12
1,"2007-02-17 13:38:42.996577",4.99,1530.11
1,"2007-02-17 13:43:09.996577",0.99,1531.1
1,"2007-02-17 14:00:24.996577",4.99,1536.09
1,"2007-02-17 14:03:07.996577",5.99,1542.08
1,"2007-02-17 14:04:38.996577",2.99,1545.07
1,"2007-02-17 14:11:08.996577",2.99,1548.06
1,"2007-02-17 14:15:26.996577",8.99,1557.05
1,"2007-02-17 14:26:22.996577",3.99,1561.04
1,"2007-02-17 14:35:34.996577",3.99,1565.03
1,"2007-02-17 14:40:12.996577",0.99,1566.02
1,"2007-02-17 14:56:17.996577",2.99,1569.01
1,"2007-02-17 15:02:25.996577",2.99,1572.0
1,"2007-02-17 15:12:13.996577",6.99,1578.99
1,"2007-02-17 15:18:11.996577",4.99,1583.98
1,"2007-02-17 15:28:06.996577",0.99,1584.97
1,"2007-02-17 15:41:58.996577",2.99,1587.96
1,"2007-02-17 16:03:36.996577",6.99,1594.95
1,"2007-02-17 16:34:40.996577",2.99,1597.94
1,"2007-02-17 16:37:30.996577",10.99,1608.93
1,"2007-02-17 16:40:42.996577",6.99,1615.92
1,"2007-02-17 16:42:34.996577",9.99,1625.91
1,"2007-02-17 16:50:01.996577",5.99,1631.9
1,"2007-02-17 17:01:30.996577",4.99,1636.89
1,"2007-02-17 17:33:48.996577",5.99,1642.88
1,"2007-02-17 17:44:11.996577",0.99,1643.87
1,"2007-02-17 17:57:29.996577",4.99,1648.86
1,"2007-02-17 17:59:42.996577",0.99,1649.85
1,"2007-02-17 18:26:12.996577",4.99,1654.84
1,"2007-02-17 18:28:51.996577",5.99,1660.83
1,"2007-02-17 18:56:55.996577",0.99,1661.82
1,"2007-02-17 19:03:08.996577",4.99,1666.81
1,"2007-02-17 19:16:53.996577",2.99,1669.8
1,"2007-02-17 19:16:56.996577",2.99,1672.79
1,"2007-02-17 19:22:08.996577",2.99,1675.78
1,"2007-02-17 19:23:24.996577",2.99,1678.77
1,"2007-02-17 19:30:51.996577",5.99,1684.76
1,"2007-02-17 19:46:54.996577",4.99,1689.75
1,"2007-02-17 19:56:40.996577",2.99,1692.74
1,"2007-02-17 20:08:55.996577",0.99,1693.73
1,"2007-02-17 20:10:00.996577",4.99,1698.72
1,"2007-02-17 20:24:09.996577",4.99,1703.71
1,"2007-02-17 20:26:39.996577",4.99,1708.7
1,"2007-02-17 20:39:02.996577",0.99,1709.69
1,"2007-02-17 21:36:38.996577",4.99,1714.68
1,"2007-02-17 21:59:18.996577",3.99,1718.67
1,"2007-02-17 22:04:53.996577",2.99,1721.66
1,"2007-02-17 22:05:55.996577",8.99,1730.65
1,"2007-02-17 22:08:16.996577",7.99,1738.64
1,"2007-02-17 22:14:47.996577",6.99,1745.63
1,"2007-02-17 22:25:49.996577",4.99,1750.62
1,"2007-02-17 22:26:00.996577",3.99,1754.61
1,"2007-02-17 22:34:30.996577",0.99,1755.6
1,"2007-02-17 22:34:42.996577",7.99,1763.59
1,"2007-02-17 22:36:46.996577",7.99,1771.58
1,"2007-02-17 23:07:01.996577",0.99,1772.57
1,"2007-02-17 23:16:57.996577",8.99,1781.56
1,"2007-02-17 23:45:53.996577",2.99,1784.55
1,"2007-02-18 00:01:35.996577",4.99,1789.54
1,"2007-02-18 00:04:13.996577",4.99,1794.53
1,"2007-02-18 00:07:11.996577",4.99,1799.52
1,"2007-02-18 00:18:53.996577",0.99,1800.51
1,"2007-02-18 00:27:42.996577",4.99,1805.5
1,"2007-02-18 00:36:53.996577",0.99,1806.49
1,"2007-02-18 00:39:08.996577",2.99,1809.48
1,"2007-02-18 00:40:04.996577",2.99,1812.47
1,"2007-02-18 00:47:47.996577",2.99,1815.46
1,"2007-02-18 00:50:33.996577",4.99,1820.45
1,"2007-02-18 00:52:27.996577",4.99,1825.44
1,"2007-02-18 00:55:27.996577",2.99,1828.43
1,"2007-02-18 00:57:36.996577",3.99,1832.42
1,"2007-02-18 01:05:13.996577",4.99,1837.41
1,"2007-02-18 01:41:39.996577",2.99,1840.4
1,"2007-02-18 01:50:02.996577",2.99,1843.39
1,"2007-02-18 02:02:24.996577",0.99,1844.38
1,"2007-02-18 02:04:06.996577",2.99,1847.37
1,"2007-02-18 02:11:49.996577",4.99,1852.36
1,"2007-02-18 02:18:44.996577",4.99,1857.35
1,"2007-02-18 02:20:40.996577",0.99,1858.34
1,"2007-02-18 02:26:02.996577",0.99,1859.33
1,"2007-02-18 02:29:54.996577",0.99,1860.32
1,"2007-02-18 02:40:59.996577",4.99,1865.31
1,"2007-02-18 02:50:32.996577",6.99,1872.3
1,"2007-02-18 03:00:07.996577",2.99,1875.29
1,"2007-02-18 03:00:54.996577",3.99,1879.28
1,"2007-02-18 03:21:25.996577",7.99,1887.27
1,"2007-02-18 03:22:55.996577",4.99,1892.26
1,"2007-02-18 03:24:38.996577",1.99,1894.25
1,"2007-02-18 03:28:14.996577",4.99,1899.24
1,"2007-02-18 03:32:02.996577",2.99,1902.23
1,"2007-02-18 03:33:44.996577",2.99,1905.22
1,"2007-02-18 03:40:09.996577",0.99,1906.21
1,"2007-02-18 03:49:38.996577",4.99,1911.2
1,"2007-02-18 04:06:11.996577",4.99,1916.19
1,"2007-02-18 04:18:12.996577",0.99,1917.18
1,"2007-02-18 04:26:13.996577",0.99,1918.17
1,"2007-02-18 04:27:11.996577",4.99,1923.16
1,"2007-02-18 04:38:49.996577",0.99,1924.15
1,"2007-02-18 04:42:07.996577",4.99,1929.14
1,"2007-02-18 04:49:20.996577",3.99,1933.13
1,"2007-02-18 04:58:19.996577",1.99,1935.12
1,"2007-02-18 04:59:55.996577",4.99,1940.11
1,"2007-02-18 05:02:14.996577",6.99,1947.1
1,"2007-02-18 05:03:29.996577",2.99,1950.09
1,"2007-02-18 05:06:48.996577",6.99,1957.08
1,"2007-02-18 05:15:20.996577",2.99,1960.07
1,"2007-02-18 05:16:49.996577",2.99,1963.06
1,"2007-02-18 05:51:43.996577",5.99,1969.05
1,"2007-02-18 06:05:12.996577",9.99,1979.04
1,"2007-02-18 06:13:29.996577",4.99,1984.03
1,"2007-02-18 06:24:44.996577",4.99,1989.02
1,"2007-02-18 06:46:55.996577",5.99,1995.01
1,"2007-02-18 06:55:59.996577",4.99,2000.0
1,"2007-02-18 06:59:44.996577",5.99,2005.99
1,"2007-02-18 07:01:49.996577",10.99,2016.98
1,"2007-02-18 07:03:25.996577",6.99,2023.97
1,"2007-02-18 07:10:14.996577",4.99,2028.96
1,"2007-02-18 07:11:50.996577",0.99,2029.95
1,"2007-02-18 07:24:12.996577",0.99,2030.94
1,"2007-02-18 07:25:11.996577",5.99,2036.93
